Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Kinding,,,,2,unclassified
label-removing,,,,2,unclassified
Millstein,,,,2,unclassified
Mycroft,,,,2,unclassified
operation-based,,,,2,unclassified
R_Lift,,,,2,unclassified
Rytz,,,,2,unclassified
semilattice,,,,2,unclassified
ST_Comp,,,,2,unclassified
T_Op,,,,2,unclassified
Typ.Unit,,,,2,unclassified
type-directed,,,,2,unclassified
typecheck,,,,2,unclassified
v/p,,,,2,unclassified
v/x,,,,2,unclassified
z.handlel,,,,2,unclassified
4We,,,,1,unclassified
Abstraction-safe,,,,1,unclassified
actually--the,,,,1,unclassified
algebraicity,,,,1,unclassified
algebras2,,,,1,unclassified
Answer-Effect,,,,1,unclassified
APLAS,,,,1,unclassified
application--unification,,,,1,unclassified
AUTHOR(S,,,,1,unclassified
Bernd,,,,1,unclassified
Caires,,,,1,unclassified
CALCO,,,,1,unclassified
case--that,,,,1,unclassified
checkings,,,,1,unclassified
Coalgebra,,,,1,unclassified
collections--i.e,,,,1,unclassified
compositionality,,,,1,unclassified
constructs--are,,,,1,unclassified
continuationpassing,,,,1,unclassified
Control-Flow,,,,1,unclassified
Cousot,,,,1,unclassified
Dillig,,,,1,unclassified
e[fun,,,,1,unclassified
e[v/x,,,,1,unclassified
EAESimpR,,,,1,unclassified
Eff.(Unit,,,,1,unclassified
effect-level,,,,1,unclassified
expect--and,,,,1,unclassified
Flow-Sensitive,,,,1,unclassified
FSCD,,,,1,unclassified
Fuga,,,,1,unclassified
Galpin,,,,1,unclassified
Georgios,,,,1,unclassified
Ghica,,,,1,unclassified
Giacobazzi,,,,1,unclassified
given--thus,,,,1,unclassified
handled--and,,,,1,unclassified
Hankin,,,,1,unclassified
Hanne,,,,1,unclassified
Hany,,,,1,unclassified
Heckel,,,,1,unclassified
Igarashi,,,,1,unclassified
Ikemori,,,,1,unclassified
Int.y,,,,1,unclassified
Isil,,,,1,unclassified
it--the,,,,1,unclassified
Jagannathan,,,,1,unclassified
Joinsemilattices,,,,1,unclassified
K_Fun,,,,1,unclassified
K_Poly,,,,1,unclassified
K_Var,,,,1,unclassified
Karachalias,,,,1,unclassified
Kazuki,,,,1,unclassified
kind-aware,,,,1,unclassified
Krieg-Bruckner,,,,1,unclassified
let-constructs,,,,1,unclassified
let-expression,,,,1,unclassified
MFPS,,,,1,unclassified
Milius,,,,1,unclassified
Millstein's,,,,1,unclassified
Mislove,,,,1,unclassified
ML-like,,,,1,unclassified
Morrisett,,,,1,unclassified
nonerasable,,,,1,unclassified
ObjectOriented,,,,1,unclassified
OOPSLA2,,,,1,unclassified
op's,,,,1,unclassified
Oury,,,,1,unclassified
overapproximates,,,,1,unclassified
overapproximation,,,,1,unclassified
paper--sets,,,,1,unclassified
Parameterised,,,,1,unclassified
Petricek,,,,1,unclassified
Probst,,,,1,unclassified
Queinnec,,,,1,unclassified
R_App,,,,1,unclassified
R_Let,,,,1,unclassified
R_TApp,,,,1,unclassified
Radhia,,,,1,unclassified
Remy's,,,,1,unclassified
respectively.5,,,,1,unclassified
row-typed,,,,1,unclassified
rows--called,,,,1,unclassified
rows--is,,,,1,unclassified
Rudi,,,,1,unclassified
Rydhof,,,,1,unclassified
safety--terminating,,,,1,unclassified
safety--therefore,,,,1,unclassified
setState,,,,1,unclassified
SIGPLAN-SIGACT,,,,1,unclassified
SIGPLANSIGACT,,,,1,unclassified
Sivaramakrishnan,,,,1,unclassified
ST_Fun,,,,1,unclassified
ST_Poly,,,,1,unclassified
ST_Refl,,,,1,unclassified
state-passing,,,,1,unclassified
T_Abs,,,,1,unclassified
T_App,,,,1,unclassified
T_Let,,,,1,unclassified
T_TAbs,,,,1,unclassified
T_TApp,,,,1,unclassified
T_Var,,,,1,unclassified
Tachio,,,,1,unclassified
Tarmo,,,,1,unclassified
Terauchi,,,,1,unclassified
Thessaloniki,,,,1,unclassified
Tsukada,,,,1,unclassified
Typ.{set,,,,1,unclassified
Typ.{tell,,,,1,unclassified
Type-Driven,,,,1,unclassified
type-inference,,,,1,unclassified
typecheckes,,,,1,unclassified
typeerasure,,,,1,unclassified
unclarities,,,,1,unclassified
unions).4,,,,1,unclassified
Unno,,,,1,unclassified
Uustalu,,,,1,unclassified
values--as,,,,1,unclassified
Well-Formedness-Preserving,,,,1,unclassified
well-typedness,,,,1,unclassified
wellformedness,,,,1,unclassified
x.e,,,,1,unclassified
x/y,,,,1,unclassified
x:A,,,,1,unclassified
Yizhou,,,,1,unclassified
Youyou,,,,1,unclassified
