Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Matsushita,,,,7,unclassified
ToAbs-MutBorrow,,,,7,unclassified
borrow-centric,,,,6,unclassified
E-Assign,,,,6,unclassified
E-MutBorrow,,,,6,unclassified
E-Pointer,,,,6,unclassified
E-Reorg,,,,6,unclassified
HLPL+-E-Assign,,,,6,unclassified
inst_sig,,,,6,unclassified
Join-MutBorrows,,,,6,unclassified
LLBC's,,,,6,unclassified
pop_stack,,,,6,unclassified
push_stack,,,,6,unclassified
R-Deref-SharedBorrow,,,,6,unclassified
Calcagno,,,,5,unclassified
Collapse-Dup-MutBorrow,,,,5,unclassified
Collapse-Merge-Abs,,,,5,unclassified
Distefano,,,,5,unclassified
E-Call,,,,5,unclassified
E-Move,,,,5,unclassified
Eval-Preserves-HLPL+-Rel,,,,5,unclassified
heap-and-addresses,,,,5,unclassified
HLPL-E-Assign,,,,5,unclassified
Join-Same,,,,5,unclassified
MergeAbs-Union,,,,5,unclassified
ToAbs-MutLoan,,,,5,unclassified
E-Box-Free,,,,4,unclassified
E-Step-Call,,,,4,unclassified
HLPL-E-Move,,,,4,unclassified
Hongseok,,,,4,unclassified
Jacques-Henri,,,,4,unclassified
Join-SharedBorrows,,,,4,unclassified
Join-SharedBorrows-Precise,,,,4,unclassified
Join-Symbolic,,,,4,unclassified
Join-Var,,,,4,unclassified
MergeAbs-Mut-MarkedLeft,,,,4,unclassified
MergeAbs-Shared,,,,4,unclassified
R-Deref-Ptr-SharedLoan,,,,4,unclassified
reborrows,,,,4,unclassified
Reorg-End-Abstraction,,,,4,unclassified
Reorg-None,,,,4,unclassified
Reorg-Seq,,,,4,unclassified
uint32,,,,4,unclassified
unary/binary,,,,4,unclassified
1llbc,,,,3,unclassified
Astrauskas,,,,3,unclassified
borrow-checks,,,,3,unclassified
Copy-Loc,,,,3,unclassified
Copy-Symbolic,,,,3,unclassified
E-Copy,,,,3,unclassified
E-Step-Zero,,,,3,unclassified
HLPL+-E-Move,,,,3,unclassified
HLPL-E-Box-Free,,,,3,unclassified
Join-AbsRight,,,,3,unclassified
Join-Bottom-Other,,,,3,unclassified
Join-MutBorrows-Precise,,,,3,unclassified
Lattuada,,,,3,unclassified
LoCs,,,,3,unclassified
lower-level,,,,3,unclassified
NFM,,,,3,unclassified
R-Deref-MutBorrow,,,,3,unclassified
R-Deref-Ptr-Loc,,,,3,unclassified
R-Loc,,,,3,unclassified
R-SharedLoan,,,,3,unclassified
rvalues,,,,3,unclassified
step-indexing,,,,3,unclassified
ToAbs-Pair,,,,3,unclassified
Villani,,,,3,unclassified
wf_join_hole,,,,3,unclassified
assert!(x,,,,2,unclassified
Berdine,,,,2,unclassified
Blanchet,,,,2,unclassified
Bor-Yuh,,,,2,unclassified
borrow-checked,,,,2,unclassified
borrowcentric,,,,2,unclassified
choose<'a,,,,2,unclassified
Collapse-Dup-MutLoan,,,,2,unclassified
Collapse-Dup-SharedBorrow,,,,2,unclassified
Collapse-Dup-SharedLoan,,,,2,unclassified
CompCert's,,,,2,unclassified
Copy-SharedLoan,,,,2,unclassified
deref,,,,2,unclassified
E-IfThenElse-Symbolic,,,,2,unclassified
E-Panic,,,,2,unclassified
E-Seq-Unit,,,,2,unclassified
E-Step-Seq-Unit,,,,2,unclassified
first-order,,,,2,unclassified
fixpoints,,,,2,unclassified
Franceschino,,,,2,unclassified
hashmap,,,,2,unclassified
heap-manipulating,,,,2,unclassified
HLPL+-Reorg-End-SharedLoan,,,,2,unclassified
HLPL-E-Box-New,,,,2,unclassified
if-then-else,,,,2,unclassified
Illous,,,,2,unclassified
inj,,,,2,unclassified
Join-AbsLeft,,,,2,unclassified
Join-MutLoan-Other,,,,2,unclassified
Join-MutLoans,,,,2,unclassified
Join-Other-Bottom,,,,2,unclassified
Join-Other-MutLoan,,,,2,unclassified
Join-Other-SharedLoan,,,,2,unclassified
Join-Same-Anon,,,,2,unclassified
Join-Same-MutBorrow,,,,2,unclassified
Join-Same-SharedLoan,,,,2,unclassified
Join-SameAbs,,,,2,unclassified
Join-SharedLoan-Other,,,,2,unclassified
Join-SharedLoans,,,,2,unclassified
Join-Sum,,,,2,unclassified
Join-Tuple,,,,2,unclassified
Join-Values-Le,,,,2,unclassified
Laviron,,,,2,unclassified
Le-Fresh-MutLoan-Abs,,,,2,unclassified
Le-Reborrow-MutLoan-Abs,,,,2,unclassified
Merge-AbsMut,,,,2,unclassified
MergeAbs-Mut-MarkedRight,,,,2,unclassified
MergeAbs-Shared-MarkedLeft,,,,2,unclassified
MergeAbs-Shared-MarkedRight,,,,2,unclassified
Mid-Level,,,,2,unclassified
Nakata,,,,2,unclassified
non-initialized,,,,2,unclassified
non-standard,,,,2,unclassified
PL-E-Call,,,,2,unclassified
PL-E-Constructor-Left,,,,2,unclassified
PL-E-Constructor-Right,,,,2,unclassified
PL-E-Move,,,,2,unclassified
PL-ReadAddress-ProjSum,,,,2,unclassified
pl_pop_stack,,,,2,unclassified
pl_push_stack,,,,2,unclassified
R-Base,,,,2,unclassified
Radhia,,,,2,unclassified
right-to-left,,,,2,unclassified
SIGPLAN-SIGACT,,,,2,unclassified
sub-sequence,,,,2,unclassified
ToAbs-Box,,,,2,unclassified
ToAbs-SharedLoan,,,,2,unclassified
ToAbs-Sum,,,,2,unclassified
use-cases,,,,2,unclassified
Uustalu,,,,2,unclassified
W-Base,,,,2,unclassified
W-Deref-MutBorrow,,,,2,unclassified
W-Deref-Ptr-Loc,,,,2,unclassified
W-Deref-SharedBorrow,,,,2,unclassified
W-Loc,,,,2,unclassified
W-SharedLoan,,,,2,unclassified
well-typedness,,,,2,unclassified
Yusuke,,,,2,unclassified
25-April,,,,1,unclassified
A.K.A,,,,1,unclassified
Abdelraouf,,,,1,unclassified
abstract/concrete,,,,1,unclassified
Adts,,,,1,unclassified
Aseem,,,,1,unclassified
Assign-Preserves-HLPL+-Rel,,,,1,unclassified
