Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Besson,,,,2,unclassified
Coinduction,,,,2,unclassified
Cook-Levin,,,,2,unclassified
cost-aware,,,,2,unclassified
Dagstuhl,,,,2,unclassified
demand's,,,,2,unclassified
Dimitrios,,,,2,unclassified
Dube,,,,2,unclassified
Endre,,,,2,unclassified
Ennals,,,,2,unclassified
false,,,,2,unclassified
first-order,,,,2,unclassified
Foner,,,,2,unclassified
hs-to-coq,,,,2,unclassified
https,,,,2,unclassified
inequational,,,,2,unclassified
insertion_sortD_approx,,,,2,unclassified
Kunze,,,,2,unclassified
let-expression,,,,2,unclassified
Liqid,,,,2,unclassified
Makarov,,,,2,unclassified
max(1,,,,2,unclassified
MkQueueA,,,,2,unclassified
Partain,,,,2,unclassified
Pedrot,,,,2,unclassified
pushD_cost,,,,2,unclassified
selection_sortD_cost,,,,2,unclassified
SIGPLAN-SIGACT,,,,2,unclassified
SIGSOFT,,,,2,unclassified
Smolka,,,,2,unclassified
A-normal,,,,1,unclassified
Aehlig,,,,1,unclassified
al.'s,,,,1,unclassified
analysis/evaluation,,,,1,unclassified
Armael,,,,1,unclassified
backA,,,,1,unclassified
bidirection,,,,1,unclassified
Bidirectionality,,,,1,unclassified
Bizjak,,,,1,unclassified
"bot,bot",,,,1,unclassified
Breitner,,,,1,unclassified
Bror,,,,1,unclassified
Caires,,,,1,unclassified
Call-by-need,,,,1,unclassified
Cezary,,,,1,unclassified
Claessen,,,,1,unclassified
complexity.4,,,,1,unclassified
Comput,,,,1,unclassified
data-flow,,,,1,unclassified
Deepak,,,,1,unclassified
definitions--in,,,,1,unclassified
demands--e.g,,,,1,unclassified
Deusen,,,,1,unclassified
do-notation,,,,1,unclassified
elements--but,,,,1,unclassified
ETAPS,,,,1,unclassified
Evgeny,,,,1,unclassified
first-in-first-out,,,,1,unclassified
first-in-firstout,,,,1,unclassified
formlize,,,,1,unclassified
FPCA,,,,1,unclassified
frontA,,,,1,unclassified
fst,,,,1,unclassified
full-spectrum,,,,1,unclassified
Gaboardi,,,,1,unclassified
Gallina's,,,,1,unclassified
Gueneau,,,,1,unclassified
Haskell's,,,,1,unclassified
Hengchu,,,,1,unclassified
hs-to-coqm,,,,1,unclassified
if-expression,,,,1,unclassified
immediately--it,,,,1,unclassified
Informatik,,,,1,unclassified
Interprocedural,,,,1,unclassified
ITP,,,,1,unclassified
JboolKapprox,,,,1,unclassified
JboolKeval,,,,1,unclassified
JKapproxeval,,,,1,unclassified
JnilKeval,,,,1,unclassified
Jtick,,,,1,unclassified
Kaliszyk,,,,1,unclassified
leb_count,,,,1,unclassified
Leibniz-Zentrum,,,,1,unclassified
LFP,,,,1,unclassified
Licata,,,,1,unclassified
LIPIcs,,,,1,unclassified
Liron,,,,1,unclassified
list's,,,,1,unclassified
m(n,,,,1,unclassified
Machine-checked,,,,1,unclassified
max(2,,,,1,unclassified
May-1,,,,1,unclassified
Mechanising,,,,1,unclassified
memoized,,,,1,unclassified
Micromega,,,,1,unclassified
mkQueueD,,,,1,unclassified
nbackA,,,,1,unclassified
nbackD,,,,1,unclassified
Necula,,,,1,unclassified
nfrontA,,,,1,unclassified
Nil(line,,,,1,unclassified
non-empty,,,,1,unclassified
non-lazy,,,,1,unclassified
non-persistent,,,,1,unclassified
Non-Strict,,,,1,unclassified
Nx,,,,1,unclassified
NxJKapprox,,,,1,unclassified
overestimation--the,,,,1,unclassified
owner/author(s,,,,1,unclassified
pairA,,,,1,unclassified
pattern-matching,,,,1,unclassified
Pierre-Marie,,,,1,unclassified
Piskac,,,,1,unclassified
popA,,,,1,unclassified
prodA,,,,1,unclassified
programming--computing,,,,1,unclassified
Prover's,,,,1,unclassified
queue--the,,,,1,unclassified
Rizkallah,,,,1,unclassified
Ruzica,,,,1,unclassified
Sabry,,,,1,unclassified
Sagiv,,,,1,unclassified
selectD_cost,,,,1,unclassified
Sergey,,,,1,unclassified
shallowembedding-based,,,,1,unclassified
Shiwei,,,,1,unclassified
simplifications--we,,,,1,unclassified
slow-down,,,,1,unclassified
snd,,,,1,unclassified
space-usage,,,,1,unclassified
Spector-Zabusky,,,,1,unclassified
STOC,,,,1,unclassified
StrictCheck,,,,1,unclassified
Tabareau,,,,1,unclassified
tailX,,,,1,unclassified
take--note,,,,1,unclassified
take_insertion_sort,,,,1,unclassified
take_selection_sort,,,,1,unclassified
take_selection_sortD,,,,1,unclassified
take_selection_sortD_cost,,,,1,unclassified
take_selection_sortD_cost.3,,,,1,unclassified
terminate.2,,,,1,unclassified
Theorem-Proving,,,,1,unclassified
Tick.val,,,,1,unclassified
trace--a,,,,1,unclassified
tricky-looking,,,,1,unclassified
value.1,,,,1,unclassified
Vineet,,,,1,unclassified
VMCAI,,,,1,unclassified
well_formed,,,,1,unclassified
Weng,,,,1,unclassified
Wiegley,,,,1,unclassified
x:nat,,,,1,unclassified
Yue,,,,1,unclassified
