Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Params,,,,1,unclassified
"Params{tradeParams,mktParams",,,,1,unclassified
Peyton-Jones,,,,1,unclassified
pragmas,,,,1,unclassified
priceWork,,,,1,unclassified
profunctor,,,,1,unclassified
profunctors,,,,1,unclassified
putStrLn,,,,1,unclassified
QR.defAquila,,,,1,unclassified
QR.defaultShepherd,,,,1,unclassified
QR.Error,,,,1,unclassified
QR.inputTrades,,,,1,unclassified
QR.Result,,,,1,unclassified
QR.riskList,,,,1,unclassified
QR.runShepherdQR,,,,1,unclassified
QR.strategy,,,,1,unclassified
queryTrades,,,,1,unclassified
rank-2,,,,1,unclassified
read-only,,,,1,unclassified
readFile,,,,1,unclassified
Reengineering,,,,1,unclassified
refactoring,,,,1,unclassified
request/response,,,,1,unclassified
REST-ful,,,,1,unclassified
resWk,,,,1,unclassified
resWork,,,,1,unclassified
root-finding,,,,1,unclassified
run-time,,,,1,unclassified
runReader,,,,1,unclassified
sendAny,,,,1,unclassified
Server-Facing,,,,1,unclassified
side-effect,,,,1,unclassified
Sohon,,,,1,unclassified
SQLite,,,,1,unclassified
standalone,,,,1,unclassified
sub-)work,,,,1,unclassified
sub-second,,,,1,unclassified
Swidan,,,,1,unclassified
tail-call,,,,1,unclassified
TDS.connectService,,,,1,unclassified
TDS.getTrades,,,,1,unclassified
TDS.PortfolioId,,,,1,unclassified
TDS.Status,,,,1,unclassified
time-frame,,,,1,unclassified
trade-specific,,,,1,unclassified
trd,,,,1,unclassified
"Trds,trdWk),(Mkt,mktWk",,,,1,unclassified
tyeps,,,,1,unclassified
type-checking,,,,1,unclassified
unlines,,,,1,unclassified
unsafePerformIO,,,,1,unclassified
User-Centred,,,,1,unclassified
User-Facing,,,,1,unclassified
UTF-8,,,,1,unclassified
visualised,,,,1,unclassified
whole-program,,,,1,unclassified
XML,,,,1,unclassified
