Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
p=p,,,,1,unclassified
Player-Opponent,,,,1,unclassified
post-condition,,,,1,unclassified
post-state,,,,1,unclassified
postconditions,,,,1,unclassified
pre-analysis,,,,1,unclassified
pre-conditions,,,,1,unclassified
QFi,,,,1,unclassified
Qin,,,,1,unclassified
Qr=x,,,,1,unclassified
Quang,,,,1,unclassified
R-Handle,,,,1,unclassified
r=(n+acc,,,,1,unclassified
r=0acc,,,,1,unclassified
r=1acc,,,,1,unclassified
r=b,,,,1,unclassified
r=f,,,,1,unclassified
r=false,,,,1,unclassified
r=n+acc,,,,1,unclassified
r=r,,,,1,unclassified
r=true,,,,1,unclassified
r=v,,,,1,unclassified
re-raised,,,,1,unclassified
res=1,,,,1,unclassified
res=old,,,,1,unclassified
reset0,,,,1,unclassified
ret=1,,,,1,unclassified
ret=n,,,,1,unclassified
ret=r,,,,1,unclassified
RHS=1,,,,1,unclassified
RHS=E,,,,1,unclassified
RHS=try[d,,,,1,unclassified
RHS=try[H,,,,1,unclassified
Ruzica,,,,1,unclassified
Sadiq,,,,1,unclassified
Satoru,,,,1,unclassified
scrutinees,,,,1,unclassified
Second-Order,,,,1,unclassified
Seidl,,,,1,unclassified
Sekiyama,,,,1,unclassified
send/receive,,,,1,unclassified
set-based,,,,1,unclassified
Sharygina,,,,1,unclassified
Shengchao,,,,1,unclassified
shift0,,,,1,unclassified
Shin-Cheng,,,,1,unclassified
side-effects,,,,1,unclassified
sources4,,,,1,unclassified
sub-term,,,,1,unclassified
Tachio,,,,1,unclassified
Tarmo,,,,1,unclassified
Terauchi,,,,1,unclassified
themseves,,,,1,unclassified
Tiago,,,,1,unclassified
Timany,,,,1,unclassified
Total(s,,,,1,unclassified
trace-based,,,,1,unclassified
trol,,,,1,unclassified
truer1,,,,1,unclassified
try(2,,,,1,unclassified
two_pointers(r,,,,1,unclassified
Type-Driven,,,,1,unclassified
unfold(f,,,,1,unclassified
Unix-style,,,,1,unclassified
Unno,,,,1,unclassified
unparameterized,,,,1,unclassified
user-level,,,,1,unclassified
userdefined,,,,1,unclassified
Uustalu,,,,1,unclassified
variabler,,,,1,unclassified
varval,,,,1,unclassified
Veith,,,,1,unclassified
Videira,,,,1,unclassified
VSL,,,,1,unclassified
w=m,,,,1,unclassified
weakened_callee(rc,,,,1,unclassified
WhyML,,,,1,unclassified
Wies,,,,1,unclassified
workflow,,,,1,unclassified
Write(+1,,,,1,unclassified
x/y,,,,1,unclassified
xs=[]ens[r,,,,1,unclassified
xy)r,,,,1,unclassified
Yahav,,,,1,unclassified
Yorgey,,,,1,unclassified
Yukiyoshi,,,,1,unclassified
zero/multi-shot,,,,1,unclassified
zero/one-/multi-shot,,,,1,unclassified
Zufferey,,,,1,unclassified
