Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
borrow!'s,,,,1,unclassified
borrow-checker,,,,1,unclassified
borrow3,,,,1,unclassified
box's,,,,1,unclassified
boxS1,,,,1,unclassified
Cache-Locality,,,,1,unclassified
call-byvalue,,,,1,unclassified
case-rule,,,,1,unclassified
cfv,,,,1,unclassified
Chargin,,,,1,unclassified
co-design,,,,1,unclassified
Coarse-Grain,,,,1,unclassified
comonadic,,,,1,unclassified
compiler--instead,,,,1,unclassified
compiler--is,,,,1,unclassified
Comput,,,,1,unclassified
Computerwetenschappen,,,,1,unclassified
Context-dependent,,,,1,unclassified
control-flow,,,,1,unclassified
controlflow,,,,1,unclassified
cordiale,,,,1,unclassified
currying--and,,,,1,unclassified
de-allocate,,,,1,unclassified
Drossopoulou,,,,1,unclassified
effects--we,,,,1,unclassified
Elsman,,,,1,unclassified
error(S,,,,1,unclassified
f--with,,,,1,unclassified
Fahndrich,,,,1,unclassified
fdegree,,,,1,unclassified
Fett,,,,1,unclassified
first-order,,,,1,unclassified
FMCO,,,,1,unclassified
FnOnce,,,,1,unclassified
FP2,,,,1,unclassified
G-box,,,,1,unclassified
G-unbox,,,,1,unclassified
garbagecollection,,,,1,unclassified
Gerke,,,,1,unclassified
Grieskamp,,,,1,unclassified
Hayo,,,,1,unclassified
heap-allocated,,,,1,unclassified
heapallocation-free,,,,1,unclassified
Hillerstrom,,,,1,unclassified
Hojfeld,,,,1,unclassified
HRTBs,,,,1,unclassified
https,,,,1,unclassified
IFL,,,,1,unclassified
Jianzhou,,,,1,unclassified
Katholieke,,,,1,unclassified
Kavvos,,,,1,unclassified
Klabnik,,,,1,unclassified
lam-rule,,,,1,unclassified
latency-free,,,,1,unclassified
len:int,,,,1,unclassified
let-bindings,,,,1,unclassified
let-rule,,,,1,unclassified
LFCS,,,,1,unclassified
Liepelt,,,,1,unclassified
linearity/uniqueness,,,,1,unclassified
list-append,,,,1,unclassified
List.iter,,,,1,unclassified
List.length,,,,1,unclassified
local--as,,,,1,unclassified
Lorenzen,,,,1,unclassified
low-latency,,,,1,unclassified
lower-level,,,,1,unclassified
M+M,,,,1,unclassified
M-box,,,,1,unclassified
M-unbox,,,,1,unclassified
many(M,,,,1,unclassified
many(S,,,,1,unclassified
many(SM,,,,1,unclassified
many:2,,,,1,unclassified
meta-variable,,,,1,unclassified
Mingkun,,,,1,unclassified
MLKit,,,,1,unclassified
modalities[Jang,,,,1,unclassified
mode-heavy,,,,1,unclassified
mode/modality,,,,1,unclassified
module-level,,,,1,unclassified
Mycroft,,,,1,unclassified
n(m,,,,1,unclassified
Neelakantan,,,,1,unclassified
non-escaping,,,,1,unclassified
non-linear,,,,1,unclassified
noncurried,,,,1,unclassified
Nuyts,,,,1,unclassified
OCaml's,,,,1,unclassified
Okushi,,,,1,unclassified
Olesen,,,,1,unclassified
once(1,,,,1,unclassified
"once,uniqe,global",,,,1,unclassified
once--and,,,,1,unclassified
open_file,,,,1,unclassified
O}--corresponding,,,,1,unclassified
Perceus,,,,1,unclassified
performance-critical,,,,1,unclassified
Pierre-Louis,,,,1,unclassified
Plasmeijer,,,,1,unclassified
point-wise,,,,1,unclassified
Pradic,,,,1,unclassified
pre-allocate,,,,1,unclassified
pre-allocating,,,,1,unclassified
Pritam,,,,1,unclassified
process_parts_partial_sharing,,,,1,unclassified
process_parts_shared,,,,1,unclassified
process_parts_wrong,,,,1,unclassified
Pruiksma,,,,1,unclassified
r.f,,,,1,unclassified
r.x,,,,1,unclassified
rank-1,,,,1,unclassified
re-introduced,,,,1,unclassified
readme,,,,1,unclassified
reference--what,,,,1,unclassified
region-annotated,,,,1,unclassified
reuse-rule,,,,1,unclassified
Rinus,,,,1,unclassified
Roshal,,,,1,unclassified
Rustonomicon,,,,1,unclassified
S*M,,,,1,unclassified
S-box,,,,1,unclassified
S-unbox,,,,1,unclassified
Sestoft,,,,1,unclassified
"shared,global",,,,1,unclassified
"shared,local",,,,1,unclassified
shared_node,,,,1,unclassified
shared_node.s,,,,1,unclassified
Shubh,,,,1,unclassified
slightly-unexpected,,,,1,unclassified
split-rule,,,,1,unclassified
stack-allocate,,,,1,unclassified
stack-frame,,,,1,unclassified
stack.4,,,,1,unclassified
statically-tracked,,,,1,unclassified
step-rule,,,,1,unclassified
sub-parts,,,,1,unclassified
sub1,,,,1,unclassified
sub2,,,,1,unclassified
subkinding,,,,1,unclassified
subterms,,,,1,unclassified
SURFACE-LANGUAGE,,,,1,unclassified
surface-level,,,,1,unclassified
tail-position,,,,1,unclassified
Thielecke,,,,1,unclassified
threadshared,,,,1,unclassified
times.1,,,,1,unclassified
TLDI,,,,1,unclassified
turnstyles,,,,1,unclassified
two-argument,,,,1,unclassified
Ullrich,,,,1,unclassified
un-annotated,,,,1,unclassified
unbox(box,,,,1,unclassified
unbox-rule,,,,1,unclassified
unboxG,,,,1,unclassified
unboxM,,,,1,unclassified
unboxS,,,,1,unclassified
under-application,,,,1,unclassified
unique--a,,,,1,unclassified
unique--it,,,,1,unclassified
uniquenesses,,,,1,unclassified
Universiteit,,,,1,unclassified
unused(0,,,,1,unclassified
update--the,,,,1,unclassified
update_snd,,,,1,unclassified
updateability,,,,1,unclassified
use-after-free,,,,1,unclassified
user-defined,,,,1,unclassified
user-visible,,,,1,unclassified
user-written,,,,1,unclassified
var-rule,,,,1,unclassified
Velez-Ginorio,,,,1,unclassified
Vilem-Benjamin,,,,1,unclassified
Vollmer,,,,1,unclassified
Walker's,,,,1,unclassified
wf-base,,,,1,unclassified
Zhao,,,,1,unclassified
zs1,,,,1,unclassified
zs2,,,,1,unclassified
