Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
non-goal,,,,1,unclassified
Non-recursive,,,,1,unclassified
non-recursively,,,,1,unclassified
non-strict,,,,1,unclassified
nonrecursive,,,,1,unclassified
nonstrict,,,,1,unclassified
oated-out,,,,1,unclassified
oating-out,,,,1,unclassified
OCaml's,,,,1,unclassified
optimisation,,,,1,unclassified
Oukseh,,,,1,unclassified
overlines,,,,1,unclassified
patten-matching,,,,1,unclassified
pattern-matching,,,,1,unclassified
PEPM,,,,1,unclassified
Pfenning,,,,1,unclassified
PLILP,,,,1,unclassified
Polyvariance,,,,1,unclassified
practically-non-terminating,,,,1,unclassified
pre-processing,,,,1,unclassified
producer's,,,,1,unclassified
programm,,,,1,unclassified
Proof-Carrying,,,,1,unclassified
q]C,,,,1,unclassified
Quantied,,,,1,unclassified
real-sized,,,,1,unclassified
real-world,,,,1,unclassified
redened,,,,1,unclassified
reect,,,,1,unclassified
reects,,,,1,unclassified
rened/specic,,,,1,unclassified
renements,,,,1,unclassified
"sandmark,4",,,,1,unclassified
Sannella,,,,1,unclassified
satisability,,,,1,unclassified
scaolding,,,,1,unclassified
Semantics-Based,,,,1,unclassified
Sestoft,,,,1,unclassified
Simple-sub's,,,,1,unclassified
simplication,,,,1,unclassified
simplies,,,,1,unclassified
Smolka,,,,1,unclassified
Someh>i,,,,1,unclassified
SomehE,,,,1,unclassified
SomehG,,,,1,unclassified
specic,,,,1,unclassified
sub-strategies,,,,1,unclassified
sub-strategy,,,,1,unclassified
sub-terms,,,,1,unclassified
suered,,,,1,unclassified
term's,,,,1,unclassified
Tiejun,,,,1,unclassified
Type-base,,,,1,unclassified
type-based,,,,1,unclassified
Type-Inference,,,,1,unclassified
type-safe,,,,1,unclassified
U<V,,,,1,unclassified
unfolding/inlining,,,,1,unclassified
unfoldings,,,,1,unclassified
unsatisable,,,,1,unclassified
upper-bounds,,,,1,unclassified
V<U,,,,1,unclassified
variable-to-variable,,,,1,unclassified
Verication,,,,1,unclassified
Viktoria,,,,1,unclassified
y-axises,,,,1,unclassified
Zoltan,,,,1,unclassified
Zsok,,,,1,unclassified
