Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
HTH,,,,1,unclassified
HTT,,,,1,unclassified
https,,,,1,unclassified
hu0,,,,1,unclassified
hxi,,,,1,unclassified
i:Fin,,,,1,unclassified
i:m,,,,1,unclassified
Immediately-Invoked,,,,1,unclassified
inx,,,,1,unclassified
IO-based,,,,1,unclassified
Jaer,,,,1,unclassified
Jaskelio,,,,1,unclassified
Karthikeyan,,,,1,unclassified
key._x,,,,1,unclassified
key2i,,,,1,unclassified
key4,,,,1,unclassified
keys.i,,,,1,unclassified
Kinding,,,,1,unclassified
Kmett,,,,1,unclassified
LFP,,,,1,unclassified
LICS,,,,1,unclassified
loop's,,,,1,unclassified
Maronas,,,,1,unclassified
metadata,,,,1,unclassified
Micha,,,,1,unclassified
modication,,,,1,unclassified
modied,,,,1,unclassified
Mokhov,,,,1,unclassified
monad/applicative,,,,1,unclassified
MSFP,,,,1,unclassified
MVar,,,,1,unclassified
ndet,,,,1,unclassified
Nikhil,,,,1,unclassified
nite,,,,1,unclassified
non-deterministic,,,,1,unclassified
non-eectful,,,,1,unclassified
non-Pure,,,,1,unclassified
noneectful,,,,1,unclassified
of!applicative,,,,1,unclassified
op8,,,,1,unclassified
options._k,,,,1,unclassified
options.i,,,,1,unclassified
otherwise-benign,,,,1,unclassified
Oury,,,,1,unclassified
outs.0,,,,1,unclassified
outs.1,,,,1,unclassified
Packrats,,,,1,unclassified
paralellizable,,,,1,unclassified
paralleliable,,,,1,unclassified
parallelism-friendly,,,,1,unclassified
Parallelism-Preserving,,,,1,unclassified
partially-applied,,,,1,unclassified
Paviotti,,,,1,unclassified
Pierre-Yves,,,,1,unclassified
post-process,,,,1,unclassified
potentially-more-ecient,,,,1,unclassified
pre-process,,,,1,unclassified
productElts.i,,,,1,unclassified
QualifiedDo,,,,1,unclassified
Radul,,,,1,unclassified
RaganKelley,,,,1,unclassified
Rank2.Foldable,,,,1,unclassified
Rank2.Functor,,,,1,unclassified
Rank2.traverse,,,,1,unclassified
rank2classes,,,,1,unclassified
rank2Traverse,,,,1,unclassified
re-emitting,,,,1,unclassified
real-world,,,,1,unclassified
reect,,,,1,unclassified
reected,,,,1,unclassified
reection,,,,1,unclassified
reexive,,,,1,unclassified
reies,,,,1,unclassified
resultUnrolled,,,,1,unclassified
resultWithFor,,,,1,unclassified
Retrotting,,,,1,unclassified
return.2,,,,1,unclassified
Rivas,,,,1,unclassified
Row-based,,,,1,unclassified
rst-class,,,,1,unclassified
runPure,,,,1,unclassified
runSharedIO,,,,1,unclassified
Sadiq,,,,1,unclassified
same-shaped,,,,1,unclassified
satises,,,,1,unclassified
Sigbjorn,,,,1,unclassified
snd,,,,1,unclassified
specied,,,,1,unclassified
suce,,,,1,unclassified
sucient,,,,1,unclassified
system4,,,,1,unclassified
THH,,,,1,unclassified
THT,,,,1,unclassified
toString,,,,1,unclassified
TTH,,,,1,unclassified
TTT,,,,1,unclassified
Type-checking,,,,1,unclassified
Type-Driven,,,,1,unclassified
u2i,,,,1,unclassified
user-denable,,,,1,unclassified
user-extensible,,,,1,unclassified
User-provided,,,,1,unclassified
V-reduction,,,,1,unclassified
valuedependent,,,,1,unclassified
Weirich,,,,1,unclassified
"x,y",,,,1,unclassified
x:(Fin,,,,1,unclassified
x:(n)Int,,,,1,unclassified
x:Int,,,,1,unclassified
xed-length,,,,1,unclassified
