Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
miniKanren's,,,,2,unclassified
name:id,,,,2,unclassified
non-deterministically,,,,2,unclassified
PEPM,,,,2,unclassified
Perconti,,,,2,unclassified
query-res,,,,2,unclassified
r:rel-name,,,,2,unclassified
rst,,,,2,unclassified
seal-goal,,,,2,unclassified
Sondergaard,,,,2,unclassified
SQLite,,,,2,unclassified
sub-forms,,,,2,unclassified
surface-syntax,,,,2,unclassified
Svenningsson,,,,2,unclassified
syntax-spec-based,,,,2,unclassified
t:term,,,,2,unclassified
term-var-id,,,,2,unclassified
TermVar,,,,2,unclassified
translate-term,,,,2,unclassified
unseal-goal,,,,2,unclassified
Verbitskaia,,,,2,unclassified
Visser,,,,2,unclassified
with-reference-compilers,,,,2,unclassified
3-cycle,,,,1,unclassified
a*:id,,,,1,unclassified
Adriaan,,,,1,unclassified
Aleksandra,,,,1,unclassified
Algol-style,,,,1,unclassified
all-except-out,,,,1,unclassified
answer-order,,,,1,unclassified
appendo,,,,1,unclassified
arg:id,,,,1,unclassified
Arjen,,,,1,unclassified
Artjoms,,,,1,unclassified
Axelsson,,,,1,unclassified
b:goal,,,,1,unclassified
b:goal/c,,,,1,unclassified
Burmako,,,,1,unclassified
Camerron,,,,1,unclassified
Claessen,,,,1,unclassified
Clojure/core.logic,,,,1,unclassified
clojurescript,,,,1,unclassified
code's,,,,1,unclassified
code--without,,,,1,unclassified
compile-expression-from-goal,,,,1,unclassified
compile-expression-from-term,,,,1,unclassified
compile-relation,,,,1,unclassified
Compiler-Compiler,,,,1,unclassified
compileterm-variable-reference,,,,1,unclassified
cons-based,,,,1,unclassified
convenient-to-use,,,,1,unclassified
core-language,,,,1,unclassified
core.logic,,,,1,unclassified
desugarings,,,,1,unclassified
DiPanwita,,,,1,unclassified
directiondriven,,,,1,unclassified
download-flights-csv,,,,1,unclassified
drop-in,,,,1,unclassified
DrRacket,,,,1,unclassified
DSL-language,,,,1,unclassified
DSL-specific,,,,1,unclassified
DSL.1,,,,1,unclassified
Dybvig's,,,,1,unclassified
EBNF-style,,,,1,unclassified
ECOOP,,,,1,unclassified
embedding--with,,,,1,unclassified
embedding-based,,,,1,unclassified
endprogrammer,,,,1,unclassified
engine.3,,,,1,unclassified
examplebased,,,,1,unclassified
expressionfrom-goal,,,,1,unclassified
extra-logical,,,,1,unclassified
Finne,,,,1,unclassified
first-order,,,,1,unclassified
flightfrom,,,,1,unclassified
flightto,,,,1,unclassified
Foksinska,,,,1,unclassified
form's,,,,1,unclassified
forms--are,,,,1,unclassified
four-fours,,,,1,unclassified
frequently-used,,,,1,unclassified
Friedman's,,,,1,unclassified
Gelineau,,,,1,unclassified
goal--whether,,,,1,unclassified
goalfrom-expression,,,,1,unclassified
goals--including,,,,1,unclassified
Haskell's,,,,1,unclassified
hostinterface/expression,,,,1,unclassified
"implementation,2",,,,1,unclassified
in-lined,,,,1,unclassified
Jovanovic,,,,1,unclassified
Klister's,,,,1,unclassified
Knauth,,,,1,unclassified
Koen,,,,1,unclassified
language-boundary,,,,1,unclassified
Ljunglof,,,,1,unclassified
Lozov,,,,1,unclassified
Macbook,,,,1,unclassified
macro-expanding,,,,1,unclassified
macro-writer's,,,,1,unclassified
matche's,,,,1,unclassified
Matthews-Findler,,,,1,unclassified
mediKanren,,,,1,unclassified
mentioned--specifically,,,,1,unclassified
metalanguages,,,,1,unclassified
miniKanren.org,,,,1,unclassified
mixed-language,,,,1,unclassified
mk-lvar,,,,1,unclassified
multi-body,,,,1,unclassified
multi-hop,,,,1,unclassified
multi-pass,,,,1,unclassified
n:number,,,,1,unclassified
n:rkt-expr,,,,1,unclassified
Najd,,,,1,unclassified
Nolen,,,,1,unclassified
non-atom,,,,1,unclassified
non-empty,,,,1,unclassified
non-S-expression,,,,1,unclassified
not-uncommon,,,,1,unclassified
occur-check,,,,1,unclassified
Oege,,,,1,unclassified
OOPSLA2,,,,1,unclassified
optimize-goal,,,,1,unclassified
optimizer's,,,,1,unclassified
otherwise-dead,,,,1,unclassified
pattern-matching,,,,1,unclassified
programmer-designed,,,,1,unclassified
Prological,,,,1,unclassified
q-rt,,,,1,unclassified
q:term-variable,,,,1,unclassified
Racket-like,,,,1,unclassified
Racket-safe,,,,1,unclassified
re-definitions,,,,1,unclassified
re-implementation,,,,1,unclassified
re-interpretation,,,,1,unclassified
re-uses,,,,1,unclassified
re-using,,,,1,unclassified
rel-name,,,,1,unclassified
relational-logic,,,,1,unclassified
right-hand-side,,,,1,unclassified
Rompf,,,,1,unclassified
Rouvoet,,,,1,unclassified
S-expression,,,,1,unclassified
s:id,,,,1,unclassified
s\n,,,,1,unclassified
Scalavirtualized,,,,1,unclassified
Scherr,,,,1,unclassified
semantics-preserving,,,,1,unclassified
Semi-automated,,,,1,unclassified
Shayan,,,,1,unclassified
Shigeru,,,,1,unclassified
Sigbjorn,,,,1,unclassified
Sinkarovs,,,,1,unclassified
statically-known,,,,1,unclassified
Statix,,,,1,unclassified
structurallyrecursive,,,,1,unclassified
sub-expressions,,,,1,unclassified
sub-form,,,,1,unclassified
subterm,,,,1,unclassified
succeed--Section,,,,1,unclassified
succeed-rt,,,,1,unclassified
syntax-parse,,,,1,unclassified
syntax-spec's,,,,1,unclassified
syntax-spec-like,,,,1,unclassified
syntax/parse,,,,1,unclassified
syntaxspec,,,,1,unclassified
syntaxspec-like,,,,1,unclassified
t:quoted,,,,1,unclassified
term-fromexpression,,,,1,unclassified
termvariables,,,,1,unclassified
Thrane,,,,1,unclassified
thrine,,,,1,unclassified
thrines,,,,1,unclassified
Tiark,,,,1,unclassified
Tobin-Hochstadt,,,,1,unclassified
two-layover,,,,1,unclassified
TyDe,,,,1,unclassified
Type-Driven,,,,1,unclassified
type-system,,,,1,unclassified
unifier's,,,,1,unclassified
unifyquery-results,,,,1,unclassified
Vojin,,,,1,unclassified
watch?v=LIEX3tUliHw,,,,1,unclassified
withreference-compilers,,,,1,unclassified
x0:id,,,,1,unclassified
x:id,,,,1,unclassified
you)s,,,,1,unclassified
