Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
INRIA,,,,2,Institution
CNRS,,Centre national de la recherche scientifique ,,1,Institution
 Ens Lyon,,,,1,Institution
UCBL,,,,1,unclassified
