Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Hongseok,,,,1,unclassified
https,,,,1,unclassified
i-ii,,,,1,unclassified
incl-ref,,,,1,unclassified
inductive-coinductive,,,,1,unclassified
inlined,,,,1,unclassified
inlining,,,,1,unclassified
Iris--were,,,,1,unclassified
iris-i,,,,1,unclassified
Iris.7,,,,1,unclassified
itrees,,,,1,unclassified
Jacques-Henri,,,,1,unclassified
JFalse,,,,1,unclassified
Jieung,,,,1,unclassified
Jinwoo,,,,1,unclassified
JmPropK,,,,1,unclassified
Joakim,,,,1,unclassified
Joonwon,,,,1,unclassified
JTrue,,,,1,unclassified
key-value,,,,1,unclassified
KVM,,,,1,unclassified
Laroussinie,,,,1,unclassified
layer-e,,,,1,unclassified
layer-i,,,,1,unclassified
layerhcomp,,,,1,unclassified
let-bindings,,,,1,unclassified
LICS,,,,1,unclassified
Linux,,,,1,unclassified
Malecha,,,,1,unclassified
mechanised,,,,1,unclassified
mem[next,,,,1,unclassified
missing--while,,,,1,unclassified
modularity--i.e,,,,1,unclassified
module--with,,,,1,unclassified
module-wise,,,,1,unclassified
mra-link-assoc,,,,1,unclassified
mra-link-comm,,,,1,unclassified
mras-core-commute--the,,,,1,unclassified
mras-corecommute,,,,1,unclassified
mras-ref-refl,,,,1,unclassified
mraslink-assoc,,,,1,unclassified
mrasref-affine,,,,1,unclassified
Multi-Language,,,,1,unclassified
Mumbai,,,,1,unclassified
Muralidaran,,,,1,unclassified
Nieh,,,,1,unclassified
non-empty,,,,1,unclassified
once.2,,,,1,unclassified
OOPSLA2,,,,1,unclassified
operator--revealed,,,,1,unclassified
OSDI,,,,1,unclassified
P(itree,,,,1,unclassified
p(x,,,,1,unclassified
paper--the,,,,1,unclassified
persistence--or,,,,1,unclassified
Pfenning,,,,1,unclassified
pick(L,,,,1,unclassified
Pick/Take,,,,1,unclassified
points-to,,,,1,unclassified
precisely1,,,,1,unclassified
print(v,,,,1,unclassified
program--say,,,,1,unclassified
programming-language-specific,,,,1,unclassified
Propositions-asSessions,,,,1,unclassified
publications/koenig-phd.pdf,,,,1,unclassified
put(x,,,,1,unclassified
Put/Get,,,,1,unclassified
RAC--is,,,,1,unclassified
racw-add-assoc,,,,1,unclassified
racw-add-comm,,,,1,unclassified
racw-core-commute,,,,1,unclassified
racw-core-idem,,,,1,unclassified
racw-core-intro,,,,1,unclassified
Ralph-Johan,,,,1,unclassified
